Organization ID,Organization Name,Short Name,Organization Type,Status,Website,Parent Organization,Categories
298581,University of Oregon Organization Against Sexual Assault,UO OASA,Tier 4 Student Organization,Active,http://uooasa.weebly.com,ASUO Student Organizations,
298673,University of Oregon Pit Crew,Pit Crew,Tier 1 Student Organization,Active,https://linktr.ee/oregonpitcrew,ASUO Student Organizations,
298578,University of Oregon Pre-Dental Club,UO Pre-Dental Club,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298537,University of Oregon Rotaract,Rotaract,Tier 2 Student Organization,Active,https://rotaractuo.weebly.com/,ASUO Student Organizations,
298447,University of Oregon Sales Club,UO Sales,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298538,University of Oregon Salsa Libre,Salsa Libre,Tier 1 Student Organization,Frozen,,ASUO Student Organizations,
298796,University of Oregon Student Labor Action Project,SLAP,Hidden,Inactive,,ASUO Student Organizations,
298654,University of Oregon Tuba-Euphonium Ensemble,Teuph,Tier 2 Student Organization,Active,http://www.tubapeople.com/,ASUO Student Organizations,
298634,University of Oregon Undergraduate Law Association,UOULA,Tier 1 Student Organization,Active,https://www.uoula.org/,ASUO Student Organizations,
298892,University of Oregon Undergraduate Philosophical Society,UO Philosophy Club,Hidden,Inactive,,ASUO Student Organizations,
298511,University of Oregon Young Democratic Socialists,YDS,Hidden,Inactive,,ASUO Student Organizations,
301722,University Theatre,,Department/Non-Student Org,Active,https://blogs.uoregon.edu/theatre/,Student Life,Cultural | Performing
298469,UO Blood Drive Association,Blood Drive Club,Hidden,Frozen,,ASUO Student Organizations,
298466,UO Career Center,UO Career,Department/Non-Student Org,Active,,Student Life,
298597,UO Chapter of the American Society of Landscape Architects,UO ASLA,Tier 2 Student Organization,Active,https://blogs.uoregon.edu/uoasla/,ASUO Student Organizations,
346822,UO Chapter of the Hispanic Public Relations Association,Unidos at UO,Department Facilitated,Active,https://blogs.uoregon.edu/unidosatuo/,CSI Registered Student Organizations,Academic | Career Development | Cultural | Event Programming | International | Media | Multicultural | Professional | Service Learning
298877,UO Esports,UO Esports,Department/Non-Student Org,Active,,Student Life,
298703,UO Fandangueros,UO Fandangueros,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298446,UO Foreign Policy Forum (formerly Alexander Hamilton Society),FPF,Hidden,Inactive,,ASUO Student Organizations,
298745,UO Geology Club,UOGC,Tier 1 Student Organization,Active,https://forms.office.com/r/Vtsp1dj5WE,ASUO Student Organizations,
298728,UO Graduate Christian Fellowship,UOGCF,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298584,UO Hip Hop Team,HHT,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298820,UO ID Card Services,UOCard,Department/Non-Student Org,Active,https://emu.uoregon.edu/card,Student Life,
304717,UO JPEG,UOJPEG,Hidden,Inactive,,ASUO Student Organizations,
298633,UO Muxeres,Muxeres,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298721,UO Net Impact Chapter,Net Impact,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298726,UO Peacejam,UOPJ,Hidden,Inactive,,ASUO Student Organizations,
298696,UO Pre-Physical & Occupational Therapy Club,UOPPOTC,Tier 2 Student Organization,Active,,ASUO Student Organizations,
349637,UO Presents,,Department Facilitated,Active,,CSI Registered Student Organizations,Cultural | Media | Recreational
363421,UO Prison Education Program,PEP,Department/Non-Student Org,Active,https://prisoned.uoregon.edu/upcoming-courses/,Student Life,
298645,UO Real Estate Investment Group,UOREIG,Tier 2 Student Organization,Active,https://blogs.uoregon.edu/realestateinvestmentgroup/,ASUO Student Organizations,
298844,UO Slam Poetry,UOSP,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298437,UO Smash Club,UO Smash Club,Tier 2 Student Organization,Active,https://discord.gg/KfFdmfv4C7,ASUO Student Organizations,
298644,UO Social Media Club,UO SMC,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298523,UO Society of Physics Students,UO SPS,Hidden,Inactive,,ASUO Student Organizations,
298710,UO Spoon University,UOSU,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298594,UO Student Mental Health Advocates,SMHA,Hidden,Inactive,,ASUO Student Organizations,
298686,UO Students for Liberty,UO YAL,Hidden,Inactive,,ASUO Student Organizations,
298656,UO Test,UO Tes,Test Pages,Active,,ASUO Student Organizations,
321310,UO Test 2,,Test Pages,Active,http://asuo.uoregon.edu/finance,ASUO Student Organizations,
298546,UO Think.Play,UOTP,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298880,UO Zero Waste,Zero Waste,Department/Non-Student Org,Active,,Student Life,
369057,UpBeat UO Tap Club,UpBeat UO,Department Facilitated,Active,,CSI Registered Student Organizations,Performing | Recreational
322274,Vendition Sales Society,VSS,Hidden,Inactive,https://www.venditionsalessociety.org/,CSI Registered Student Organizations,Career Development
298554,Veterans and Family Student Association,VFSA,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298432,Vietnamese Student Association,VSA,Tier 3 Student Organization,Active,http://vsa.uoregon.edu,ASUO Student Organizations,
298485,Visual Arts Committee,Arts,Student Activities Board,Active,,CSI Registered Student Organizations,
298495,VOLLEYBALL-Men's,VOLLEYBALL (M),Default,Active,,Club Sports,
298587,VOLLEYBALL-Women's,VOLLEYBALL (W),Default,Active,,Club Sports,
298704,Walton North Hall,WNH,Closed Branch Organizations,Inactive,,Student Life,
298719,Walton South Hall,WSH,Closed Branch Organizations,Inactive,,Student Life,
298685,Warsaw Sports Business Club,WSBC,Tier 2 Student Organization,Active,https://business.uoregon.edu/centers/warsaw/club,ASUO Student Organizations,
298502,WATER POLO-Men's,WATER POLO (M),Default,Active,,Club Sports,
298606,WATER POLO-Women's,WATER POLO (W),Default,Active,,Club Sports,
369358,WE the Ensemble,WTE,Independent Student Organization,Active,,CSI Registered Student Organizations,Education | Multicultural | Performing | Recreational | Service | Service Learning | Volunteer
298672,Webfoot Media,Webfoot,Hidden,Inactive,,CSI Registered Student Organizations,
298787,WEIGHTLIFTING,WEIGHTLIFTING,Default,Active,,Club Sports,
298722,West Coast Swing Club at the UO,UOWCSC,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298800,Wishmakers on Campus Benefiting Make-A-Wish Foundation,Wishmakers on Campus,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298659,Women in Business,WIB,Tier 3 Student Organization,Active,https://www.uowomeninbusiness.com/,ASUO Student Organizations,
298750,Women in Computer Science,WiCS,Department Facilitated,Active,https://wicsuo.wixsite.com/uowics,CSI Registered Student Organizations,
298859,Women In Creative Industries,WICI,Independent Student Organization,Active,https://uowici.wixsite.com/wiciuo,CSI Registered Student Organizations,
298505,Women in Graduate Science,UOWGS,Tier 3 Student Organization,Active,https://blogs.uoregon.edu/uowgs/,ASUO Student Organizations,
351121,Women in Music,WIM,Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Education | Performing | Social Justice
338342,Women in PreHealth Science,WIPS,Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Alumni Associations | Career Development | Education | Faculty/Staff | Media
302680,Women in STEM,WIS,Independent Student Organization,Active,https://sites.google.com/view/uowomeninstem,CSI Registered Student Organizations,Academic | Career Development
369696,Women's Gender and Sexuality Studies Interest Collective,WGSS Interest Collective,Department Facilitated,Active,,CSI Registered Student Organizations,Academic | Departmental | Education | Human Rights | LGBTQAI+ | Political | Service | Social Justice
298487,Women's Law Forum,WLF,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298850,Womxn in Neuroscience,WiN,Hidden,Inactive,,CSI Registered Student Organizations,
298804,Womxn of Color Coalition,WOCC,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298712,WRESTLING,WRESTLING,Default,Active,,Club Sports,
298541,WUSHU,WUSHU,Default,Active,,Club Sports,
298830,Young Democratic Socialists at UO,YDS @UO,Tier 2 Student Organization,Active,https://uoydsa.dsaeugene.org/,ASUO Student Organizations,
298671,Zeta Phi Beta Sorority Incorporated,ZPB,Hidden,Inactive,,Fraternity & Sorority Life,
