Organization Id,Organization Name,Short Name,Organization Description,Organization Summary,Organization Type,Status,Website Url,Facebook Url,Instagram Url,Twitter Url,YouTube Channel Url,Parent Organization Name
298869,Persian Student Association,PSA,"<p>The Persian Student Association (PSA) is a non-political student organization aimed to unite the Persian community within the University of Oregon and form friendships between diverse cultures. PSA will sponsor Persian activities and events to cultivate an understanding of Persian culture. Our organization invites all UO students interested in attending Persian events such as Norooz, Chahar-Shanbe Soori, Yalda night, etc. Through cultural gatherings, Persian food, movie nights, parties, dancing, and cultural events, members will have a unique opportunity to meet new people, practice Farsi/Persian, and learn more about Persian culture, ancient history, and art: mosques, architecture.</p>",The Persian Student Association (PSA) is a non-political student organization aimed to unite the Persian community within the University of Oregon and form friendships between diverse cultures. PSA will sponsor Persian activities and events to cultivat...,Tier 2 Student Organization,Active,,,https://instagram.com/uo_psa,http://twitter.com/uo_psa,,ASUO Student Organizations
298872,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science at UO,SACNAS at UO,"<p>UO SACNAS exists to create a supportive community of STEM students at the University of Oregon. SACNAS is the Society for Advancement of Chicanos/Hispanics and Native Americans in Science. We organize and participate in a variety of activities related to science and mathematics research, professional development, outreach, and community-building. Students of all backgrounds are welcome to join our community in support of this mission.</p>",UO SACNAS exists to create a supportive community of STEM students at the University of Oregon. SACNAS is the Society for Advancement of Chicanos/Hispanics and Native Americans in Science. We organize and participate in a variety of activities.,Tier 2 Student Organization,Active,http://uosacnas.uoregon.edu,,http://instagram.com/uosacnas,,,ASUO Student Organizations
298883,Epic Movement,EM,"<p>Epic&rsquo;s purpose is to build a movement of people who are transformed by Jesus Christ in a way that is culturally meaningful and significant for Asian Americans. The student-led movement seeks to introduce students to Christ, help them to grow in their understanding of and relationship with him, encourage them to embrace the value of their culture through Christ&rsquo;s redemptive love, and teach them what it means to live passionately to advance the purposes of God-- thereby positively impacting their families, peers, community and the world. Epic Movement was launched at the University of Oregon in 2005 and has been active for over 50 years with our parent organization Cru.</p>","Epic’s purpose is to build a movement of people who are transformed by Jesus Christ in a way that is culturally meaningful and significant for Asian Americans. The student-led movement seeks to introduce students to Christ, help them to grow in their u...",Tier 2 Student Organization,Active,,https://www.facebook.com/groups/613531282024008/,https://www.instagram.com/uoepic/,,,ASUO Student Organizations
298890,Real Life at UO,RLUO,"<p>Real Life is a caring community passionate about connecting people to Jesus. Real Life is a part of a parent organization called Cru, which has been active on college campuses for almost 70 years.&nbsp;We seek to provide a safe place for students from all backgrounds to learn about Jesus, grow in their faith, and love their fellow students and the University of Oregon. Through various activities we hold throughout the week, our goal is for students to better understand the Bible, engage in meaningful conversations about the intersection of life and faith, as well as have fun together in community.</p>",Real Life is a caring community passionate about connecting people to Jesus. ,Tier 2 Student Organization,Active,,https://www.facebook.com/search/top/?q=cru%20at%20oregon&epa=SEARCH_BOX,https://www.instagram.com/uoreallife/?hl=en,,,ASUO Student Organizations
298892,University of Oregon Undergraduate Philosophical Society,UO Philosophy Club,Weekly gathering to discuss philosophy and current events. We have discussion topics each week. Free refreshments will be provided,Weekly gathering to discuss philosophy and current events. We have discussion topics each week. Free refreshments will be provided,Hidden,Inactive,,,,,,ASUO Student Organizations
298893,Latinx Male Alliance and Allies,LMAA,"<p>The Latinx Male Alliance &amp; Allies organization (EST 2017), sponsored by the Division of Equity and Inclusion, intends to support Latinx students in their UO college experience.<br /><br />Students can benefit and contribute to the development of a welcoming, inclusive, and safe student organization focused on the unique needs and interests of Latinx male college students.<br /><br />In tandem with student leadership, the group will provide academic, cultural, social and leadership development, as well as personal support for UO undergraduate students.</p>\r\n<p>&nbsp;</p>","We consist of a group of students representing all Latinx backgrounds. Our goals are to create an environment conducive to ethnic learning, organize events to foster an inclusive community, and support/motivate each other to achieve our goals.",Tier 2 Student Organization,Active,https://linktr.ee/latinxmalealliance,,https://www.instagram.com/uolatinxmalealliance/,,,ASUO Student Organizations
298895,CPSY Student Advocacy and Leadership Assoc,CPSYSALA,"<p>The mission of SALA is to provide support, advocacy, and leadership opportunities for Counseling Psychology students on the University of Oregon campus and in the community. The purpose of SALA is to create a collaborative environment for students to explore and address concerns that affect their education and educational environment. SALA provides a forum for open dialogue, collaboration, and social interactions between students. SALA is invested in promoting student voices, supporting underrepresented students, fostering awareness of diverse needs, engaging in student advocacy that promotes the spirit of social justice, and actively seeking solutions to student issues. SALA also aims to collaborate with faculty, staff, and other student groups in order to cultivate community and promote positive change</p>","The mission of SALA is to provide support, advocacy, and leadership opportunities for Counseling Psychology students on the University of Oregon campus and in the community. The purpose of SALA is to create a collaborative environment for students to e...",Tier 2 Student Organization,Active,https://uocpsysala.wixsite.com/website,,,,,ASUO Student Organizations
301209,Align Magazine,Align,"<p>Align is an application-based magazine and club that gives UO students with a love of art, culture and fashion a chance to be published. We pride ourselves in featuring work that emboldens creativity and showcases artists within our community. We open applications at the beginning of every term, all are welcome to apply! Follow @align_mag on Instagram to see application updates.&nbsp;</p>","We are an arts and culture magazine with an emphasis on fashion and lifestyle. We exist to form and foster creative community on campus, build up students' creative portfolios and publish great work!",Tier 3 Student Organization,Active,https://www.alignmaguo.com/,https://www.facebook.com/alignmaguo,https://www.instagram.com/align_mag/,,,ASUO Student Organizations
301210,Associated Graduate Students in Geography,AGSG,"<p><span style=""font-weight: 400;"">The Associated Graduate Students in Geography (AGSG) at the University of Oregon strives to maintain a productive environment for graduate students in the Department of Geography, and to enhance the Department. By helping strengthen the Geography department&rsquo;s graduate program and supporting the progression of current students, Associated Graduate Students in Geography hopes to contribute in positive ways to the university&rsquo;s growing success and recognition as a leading research institution.</span></p>\r\n<p>&nbsp;</p>\r\n<p><span style=""font-weight: 400;"">The goal of the Associated Graduate Students in Geography is to provide leadership, organization, and represent the interest of the geography graduate student community. Every </span><span style=""font-weight: 400;"">first Monday of the month (during or after 608)</span><span style=""font-weight: 400;"">, AGSG will meet to discuss present and long-term goals and needs of the graduate students in the department and plan events that contribute to the knowledge, experience, and team building among graduate students. The discussions in the monthly AGSG meetings will be communicated to the faculty, as appropriate, by the Graduate Representatives serving as the Faculty Chairs. Taking measures to support graduate work, discussing opportunities, and providing a space for effective professional development are the Association&rsquo;s primary endeavors.</span></p>","The goal of the Associated Graduate Students in Geography is to provide leadership, organization, and represent the interest of the geography graduate student community. ",Tier 2 Student Organization,Active,http://uogeography.slack.com,,,,,ASUO Student Organizations
304716,Jewish Law Student Association,JLSA,"<p>The Jewish Law Student Association (JLSA) at the University of Oregon School of Law provides a community for Jewish law students, and all students who wish to learn more about Jewish culture. Membership is open to University of Oregon students in the law, LLM, and CRES programs, and the group&rsquo;s events will be attended by students, faculty members, staff, community members, and guests.</p>","The Jewish Law Student Association (JLSA) at the University of Oregon School of Law provides a community for Jewish law students, and all students who wish to learn more about Jewish culture. ",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
304717,UO JPEG,UOJPEG,"<p>The UO Journalist/Photographer Exploration Group (JPEG) provides the space and transportation for photographers and journalists of all skill levels to practice their craft. Through smaller-scale outings to local photo spots, larger-scale trips to popular vistas, promotion of our photographers via social media, and the creation of an inclusive, creative group environment, JPEG opens up opportunities for anyone interested in photography, journalism, or just exploring what Oregon has to offer.<br /><br /></p>",The UO Journalist/Photographer Exploration Group (JPEG) provides the space and transportation for photographers and journalists of all skill levels to practice their craft. ,Hidden,Inactive,,,,,,ASUO Student Organizations
304821,Board And Card Gamers' Association for Maximum Nerdery,BACGAMN,"<p>A club for people who want to play serious board games. If you recognize the names Dominion, Terraforming Mars, Rising Sun, you're a good candidate. If you're curious and willing to spend a couple of hours a week with some nerds relaxing to some chill music, playing cards, and shifting meeples, this is the right organization for you.</p>\r\n<p><br />Join our discord:&nbsp;<a href=""https://discord.gg/pjgFbrSzFB"">https://discord.gg/pjgFbrSzFB</a></p>\r\n<p>And follow us on Instagram: bacgamn.uo (<a href=""https://www.instagram.com/bacgamn.uo/?hl=en"">https://www.instagram.com/bacgamn.uo/?hl=en</a>)</p>",A club for people who want to play serious board games.,Tier 1 Student Organization,Active,,,http://instagram.com/bacgamn.uo,,,ASUO Student Organizations
312436,Graduate Women in Business,GWIB,"<p>Graduate Women in Business was founded as a place for female, femme and non-binary students to network, socialize and learn in a safe space. Graduate Women in Business hosts speakers and trainings to support our future careers as well as informal social gatherings to build our community.</p>",Association of women graduate students studying business. ,Tier 1 Student Organization,Active,,,https://www.instagram.com/uogwib/,,,ASUO Student Organizations
315525,Moot Court,,,Moot Court is a student group that involves competitions that simulate court proceedings and negotiations. ,Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
321310,UO Test 2,,<p>This organization is a test account for controller training with ASUO Finance.&nbsp;</p>,Test account for SGES & ASUO Finance,Test Pages,Active,http://asuo.uoregon.edu/finance,,,,,ASUO Student Organizations
325476,Leading Women of Tomorrow,LWT,"<p>Leading Women of Tomorrow is a student-run, nonpartisan&nbsp;organization&nbsp;that wants to address the underrepresentation of women in politics by encouraging young women to seek careers in public service. We believe the key to addressing the underrepresentation of women in government is to cultivate interest in the next generation.&nbsp;LWT&nbsp;hopes to empower our members by providing them with a strong foundation of leadership skills, a network of mentors, and a community of inspiring peers.&nbsp;</p>","Leading Women of Tomorrow is a student-run, bipartisan initiative that seeks to encourage more young women to consider careers in public service, with the aim of bridging the gender gap among public representatives.",Tier 1 Student Organization,Active,https://www.leadingwomenoftomorrow.com,https://www.facebook.com/Leading-Women-of-Tomorrow-at-the-University-of-Oregon-105858807958884/,https://www.instagram.com/lwt.uoregon/,,,ASUO Student Organizations
325481,Quantastic Physics,,"<p>We have bi-weekly meetings via Zoom, and all members are invited to a Discord group chat. This is about sharing ideas and learning from each other's insights. Most members have a background in Math or Physics, but this is not a requirement. We relate theory to current advances in quantum technology.</p>",We're democratizing Quantum Physics.,Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
326042,Affiliated Students for Undergraduate Research and Engagement,ASURE,"<p><span class=""x_x_x_x_TextRun x_x_x_x_SCXW218817168 x_x_x_x_BCX9"" lang=""EN-US""><span class=""x_x_x_x_NormalTextRun x_x_x_x_SCXW218817168 x_x_x_x_BCX9"">The Affiliated Students for Undergraduate Research and Engagement (ASURE) is a student group that was founded to help connect students with research happening at the University of Oregon. </span></span></p>\r\n<p><span class=""x_x_x_x_TextRun x_x_x_x_SCXW218817168 x_x_x_x_BCX9"" lang=""EN-US""><span class=""x_x_x_x_NormalTextRun x_x_x_x_SCXW218817168 x_x_x_x_BCX9"">ASURE aims to be the voice of the student body interested in participating in research. With the mission of being the one-stop-shop for peers on campus to be able to find advice, resources, and opportunities ASURE has grown to provide workshops, classroom visits, and advice to students interested in getting involved in research and faculty interested in working with undergraduates.</span></span><span class=""x_x_x_x_EOP x_x_x_x_SCXW218817168 x_x_x_x_BCX9"">&nbsp;</span></p>",The Affiliated Students for Undergraduate Research and Engagement (ASURE)  is a student group that was founded to help connect students with research happening at the University of Oregon. ,Tier 1 Student Organization,Active,http://asure.uoregon.edu,,https://www.instagram.com/uoasure/?hl=en,,https://www.youtube.com/watch?v=iBUgqi9gxjw&list=PLCPs3lB4x10Q7lP5CgWL063PP9Ix4BOGV,ASUO Student Organizations
331422,Law & Entrepreneurship Student Association,LESA,<p>LESA provides a forum for discussion of business and entrepreneurship while supporting students as they pursue a career in business law.&nbsp;</p>\r\n<p>&nbsp;</p>\r\n<p>https://www.instagram.com/uolesa/</p>,The Law & Entrepreneurship Student Association (LESA) is the primary business law organization at the University of Oregon School of Law. We are devoted to connecting UO students with the business law community while welcoming those of all demographics. ,Tier 1 Student Organization,Active,,,https://www.instagram.com/uolesa/,,,ASUO Student Organizations
333076,Student Advocacy Program,SAP,"<p>The ASUO Student Advocacy Program is a service funded by the ASUO Student Government and operated by Student Government Engagement and Success.</p>\r\n<p>We offer <strong>help, support, and referrals</strong> to any student or student group involved in a <strong>dispute with the University.</strong></p>\r\n<ul>\r\n<li><strong><em>We serve students accused of behavioral issues or violations the Student Code of Conduct.</em></strong></li>\r\n<li><strong><em>We work with students on petitions so they may effectively advocate on behalf of their disputes related to housing, financial aid, and accessibility needs.</em></strong></li>\r\n<li><strong><em>We guide students through informal &amp; formal resolutions for grievances with students, faculty, and University policy.</em></strong></li>\r\n</ul>\r\n<p>We closely partner with the Office of Investigations and Civil Rights Compliance, the Office of Student Conduct and Community Standards, Office of Financial Aid and Scholarships, and other administrators.</p>",The ASUO Student Advocacy Program is a service funded by the ASUO Student Government and operated by Student Government Engagement and Success.,Student Government ,Active,https://asuo.uoregon.edu/advocacy,,,,,ASUO Student Organizations
334564,Minorities and Philosophy University of Oregon Chapter,MAP,"<p>MAP is a collection of students in philosophy departments that aims to examine and address issues of minority participation in academic philosophy. Though primarily led by graduate students, MAP also relies on faculty support and encourages undergraduate participation. Currently, MAP has 134 chapters throughout the world.&nbsp;<br /><br />Through MAP's network, students can exchange ideas on topics related to minorities and philosophy, meet and support peers, and learn from other philosophy departments. MAP chapters can choose to provide their respective departments with regular feedback on the department climate.&nbsp;<br /><br />Though the format of MAP varies from school to school, each chapter aims broadly at addressing (a) minority issues in the profession, (b) theoretical issues regarding philosophy of&nbsp;gender, race, sexual orientation, class, disability,&nbsp;native language,&nbsp;etc, and (c) philosophy&nbsp;done from minority perspectives. Meeting formats include: external or internal speakers, reading groups, film screenings, mentorship events for undergraduates or graduates, panel discussions, practical workshops (e.g., on communication techniques,&nbsp;navigating stereotype threat or implicit bias).<br /><br />In the short term, MAP provides a forum for students to discuss these topics and connect with interested peers. In the long term, we hope that MAP will contribute to improved department cultures and facilitate increased participation of underrepresented groups in academic philosophy.</p>\r\n<p><span style=""font-weight: 400;"">The UO MAP chapter was created in 2019-2020 with the following events and goals in mind: a weekly reading group on &ldquo;Philosophy in the Margins&rdquo; that collaborates with the Undergraduate Philosophy Club that is hosted and facilitated by graduate student MAP members (with undergraduates selecting readings with graduate approval once the reading group is up and running); a MAP library for students to check out and read materials (located in SCH 211); hangout events such as &ldquo;Filmosophy nights&rdquo;; workshops on graduate school applications; mentoring for students throughout their career at UO; weekly office hours to discuss issues with diversity in philosophy/the department; &ldquo;Philosophy Chats&rdquo; with professors sharing their work and their own stories from within and without the Philosophy department (and including professors in Native American Studies, Latinx Studies, Women and Gender Studies, etc.); constructing a handbook for incoming students with a diversity focus. Our hope for this upcoming term is to focus on a specific philosopher in our reading groups and meeting in public parks so there is a more communal aspect.</span></p>",MAP is an international organization that addresses issues of structural injustices in academic philosophy as well as aims to remove barriers to participation in academic philosophy for marginalized groups. The UO MAP chapter was created in 2019-2020,Tier 1 Student Organization,Active,https://www.facebook.com/MAP-at-University-of-Oregon-108628097309696,https://www.facebook.com/MAP-at-University-of-Oregon-108628097309696,,,,ASUO Student Organizations
334565,Music Producer Collective,MPC,<p>A group for music producers of any variety to come together and show projects and songs they are working on. A weekly challenge will be available for each member to create a song following certain guidelines. The song would be shown at the next week's meeting.</p>,A group for music producers of any variety to come together and show projects and songs they are working on. A weekly challenge will be available for each member to create a song following certain guidelines. The song would be shown at the next week's me,Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
346580,Taylor Swift Society,TSS,"<p>A group to discuss the albums released by Taylor Swift, her impact on pop and country music, culture, and the music industry as a whole. With the re-release of her old music, we will host listening parties, trivia nights, analyze albums, music video watch parties, and more. All are welcome!</p>","A group in which we discuss the music and cultural moments of artist of the decade, Taylor Swift.",Tier 1 Student Organization,Active,,,https://www.instagram.com/uotaylorswiftsociety/,,,ASUO Student Organizations
347714,Oregon Criminal Defense Law Student Association,OCDLSA,"<p>We are changing our name from OCDLSA to Criminal Defense Association but we are still the affiliated law student chapter of OCDLA. We're a group dedicated to the expansion of interest in criminal defense at Oregon Law through community, networking, and events.</p>","OCDLSA is the affiliated law student chapter of OCDLA, the Oregon Criminal Defense Lawyers Association. We're a group dedicated to the expansion of interest in criminal defense at Oregon Law through community, networking, and events.",Tier 1 Student Organization,Active,,https://www.facebook.com/ocdlsa/,https://www.instagram.com/uocriminaldefenseassociation/,,,ASUO Student Organizations
349794,Operation Smile University of Oregon,OP Smile,"<p>Non-profit student organization at the University of Oregon. Spreading awareness &amp; raising money for safe cleft lip and cleft palate surgeries around the world. Educating students about the condition, community service, and fundraising are major objectives of the club.</p>","The organization's goal is to spread cleft lip/palate awareness, perform local community service, and give students the opportunity to travel and help communities in need around the world. Fundraising is also a major objective of the club.",Tier 1 Student Organization,Active,https://secure.operationsmile.org/,,http://www.instagram.com/operationsmileuo,,,ASUO Student Organizations
361934,Mu Phi Epsilon- Nu Chapter,MPE,"<p>Mu Phi Epsilon is a Co-Educational Professional Music Fraternity with more than 75,000 members incollegiate and alumni chapters around the world. The Nu Chapter at the University of Oregon has had along history at the School of Music and Dance and includes distinguished alumna MarAbel Frohnmayeramong its members. In keeping with the values of Mu Phi Epsilon, which is service through music, the NuChapter invests in utilizing music for outreach and service. This includes events within the School ofMusic and Dance (SOMD), all UO students, and within the Springfield/Eugene community. These eventsare meant to inspire community with lovers of music, volunteer our talents to perform or educate locals,and bring further professional development to students within out organization.</p>","Mu Phi Epsilon is a Co-Educational Professional Music Fraternity with more than 75,000 members incollegiate and alumni chapters around the world.",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
367173,Amnesty International- University of Oregon Chapter,AIUO,"<p>Amnesty Internationalʼs vision is a world in which every person enjoys all of the human rights enshrined<br />in the Universal Declaration of Human Rights and other international human rights instruments. In<br />pursuit of this vision, Amnesty Internationalʼs mission is to undertake research and action focused on<br />preventing and ending grave abuses of these rights. Amnesty International is independent of any<br />political ideology, economic interest, or religion. The Amnesty International Chapter at the University of<br />Oregon, while continuing within the mission of Amnesty International, will work to engage students in<br />the University with global human rights issues. We will work to educate one another and the larger<br />community about various issues as they relate to human rights, and we will participate and engage in<br />activism to promote the protection and acquisition of rights, and to prevent further and continued<br />abuses of human rights.</p>",Amnesty Internationalʼs vision is a world in which every person enjoys all of the human rights enshrined\r\nin the Universal Declaration of Human Rights and other international human,Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
367174,Crochet Club,CC,,"We are committed to supporting and\r\nteaching student members the basics of crocheting, and\r\nencouraging artistic freedom within the art of crochet.",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
367175,Society of Ecological Restoration- UO Chapter,SERUO,,"Society of Ecology Restoration Global Mission: to advance the science, practice, and policy of ecological\r\nrestoration to sustain biodiversity, improve resilience in a changing climate, and re-establish an\r\necologically healthy relationship between nature",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298416,Multicultural Center,MCC,"The Multicultural Center, based on the EMU student union hall, ideally aspired to be a center “where all students would be welcomed to meet, plan, and help with educating the community about diversity.” The student-funded MCC was approved in the mid-1990s and became the catalyst for a series of changes. The MCC is a hub of activism, connecting students of all races and backgrounds, especially by listserve and computer bulletin boards to encourage collaboration around diversity programming and education. The MCC has sponsored annual conferences on diversity, featuring renown keynote speakers including historians Howard Zinn (author of People’s History of the United States), professors Angela Davids, poet/playwright Amiri Baraka, actor edward James Olmos, activist Bobby Seale, Father Roy Bourgeois, global performance artist Guillermo Gomez-Pena, Yolando King (daughter of MLK), the Reverend Jesse Jackson, Adelina Anthony, Elaine Brown, Athen’s Boys Choir, among Many others. The MCC accommodates any meetings of student unions, educational and cultural workshops, guest speakers and artists, art displays, open mic spoken word events, hip hop concerts, etc. The MCC also houses a resource library of books and videos, and a small computer lab for students to work on academic and union projects. The MCC provides potential coalition space for disparate groups in one physical location, encouraging dialogue and cooperation towards achieving common goals, as well as union general meeting space.\r\n\r\n\r\nA significant result of the struggle in 1999 against a campus hate crime against women of color, and part of the overall effort to achieve more equity and a climate of fairness and safety on campus, was the initial project of 10 student interns who researched and formulated a new diversity initiative plan. The diversity interns defined the concept of diversity in a broad inclusive way, combining gender and ethnic constituents’ concerns and derhands:\r\n\r\n“It (diversity) means recognizing our individual differences. These can be along the dimensions of race, ethnicity, gender, sexual orientation, socio0economic status, age, physical abilities, religious beliefs, political beliefs, or other ideologies. It is the exploration of these differences in a safe, positive, and nurturing environment moving beyond simple tolerance to embracing and celebrating the rich dimensions of diversity contained in each individual.” (from original U.O. diversity internship web site)\r\n\r\nSince then, the student staff, student volunteer base and faculty/staff allies of the MCC have taken up numerous campaigns to improve the climate of the campus, including the effort to rid the campus of its past contractual affiliations with hate radio; to stop institutional efforts to cut back staff at the Office of Multicultural Academic Success; and to resist culturally incompetent assaults by EMU administrators on the MCC and its staff; as well as to coalition with faculty and the ASUO to departmentalize Ethnic Studeies and Women’s Studies etc.\r\n\r\n“In the next millennium, the University of Oregon will continue to change. Students of color have become agents of change, altering and adding value to educational policies, changing the direction of curriculum; and calling attention to an unfriendly campus climate that has too often tolerated racism, (sexism, homophobia, and other oppressive behaviors.) Working together in coalitions as well as in separate groups, students of color (and other underrepresented groups) have been instrumental in pressing for progress. By questioning and challenging the university’s academic and social life, students have advocated for improvements that build a safe and culturally pluralistic learning environment.”\r\n\r\n– excerpt from the book Making a Difference? University Students of Color Speak Out, (chapter 6) by Donna Wong and Julia Lesage (Littlefield Publishers)\r\n\r\n———————————————————–\r\n\r\nHistorical Summary\r\n\r\nThe Multicultural Center was founded, sustained, and developed by student activists of diverse backgrounds and cultures, resulting from historically recent efforts to create a more inclusive and diverse campus community since 1995. The MCC was born and developed out of the campaign for a multicultural curriculum requirement that would encourage scholarship, a more tolerant respectful campus community, and a more accurate, truthful and inclusive pedagogy to prepare students for an increasingly diverse world. It was formed to fill the needs of students of color and other marginalized students that were not sufficiently addressed by the university’s other programs and services.","The Multicultural Center, based on the EMU student union hall, ideally aspired to be a center “where all students would be welcomed to meet, plan, and help with educating the community about diversity.” The student-funded MCC was approved in the mid-19...",Hidden,Inactive,,,,,,Student Life
298422,Get Involved Network,GIN,,,Department/Non-Student Org,Active,,,,,,Student Life
298438,Queer Ally Coalition,QAC,"The Queer Ally Coalition (QAC) seeks to reduce homophobia, heterosexism, and gender bias on the University of Oregon campus and create an atmosphere of understanding and acceptance for all members of our community inclusive of all sexual orientations and gender identities. In addition to visibly identifying members of our community who are willing to be acknowledged as allies for gay, lesbian, bisexual, transgender, and questioning students, faculty, and staff, we organize training programs and provide ongoing opportunities for dialogue to expand our understanding of the issues in our campus community.\r\nThe Queer Ally Coalition is open to all members of the University of Oregon community who wish to learn more about lesbian, gay, bisexual, transgender, queer (LGBTQ) and ally issues and support LGBTQIA+ individuals.","The Queer Ally Coalition (QAC) seeks to reduce homophobia, heterosexism, and gender bias on the University of Oregon campus and create an atmosphere of understanding and acceptance for all members of our community inclusive of all sexual orientations a...",Department/Non-Student Org,Active,,,,,,Student Life
298454,Residence Life - Student Leader Resources,RL - SLR,"<p>Resources for student leaders who serve in the residence halls, family housing and university apartments, and the housing service centers.</p>","Resources for student leaders who serve in the residence halls, family housing and university apartments, and the housing service centers.",Closed Branch Organizations,Inactive,,,,,,Student Life
298466,UO Career Center,UO Career,"The Career Center exists to provide career and job search services and resources to UO students and alumni. Our mission is to help you develop long-term career goals and strategies, facilitate self-exploration and discovery, connect with potential employers, and empower and challenge you to fulfill your potential. We look forward to serving as your advocate as you pursue an inspired and fulfilling future. \r\n\r\nThe UO Career Center is a part of the Division of Student Life and has offices in Hendricks Hall on the UO campus and in the White Stag Block at the University of Oregon in Portland.","The Career Center exists to provide career and job search services and resources to UO students and alumni. Our mission is to help you develop long-term career goals and strategies, facilitate self-exploration and discovery, connect with potential empl...",Department/Non-Student Org,Active,,http://facebook.com/uocareercenter,,http://twitter.com/uocareercenter,,Student Life
298488,Lundquist College Undergraduate Programs,Undergraduate Programs,"Lundquist College Undergraduate Programs provides quality services to undergraduate business students including academic advising for Pre-Business, Business Administration, and Accounting majors, tutoring in business courses through the Braddock Tutoring Center, living and learning opportunities in the College of Business Residential Community, and a high performance community for minority business students through the Building Business Leaders and CEO Network programs, and much more. ","Lundquist College Undergraduate Programs provides quality services to undergraduate business students including academic advising for Pre-Business, Business Administration, and Accounting majors, tutoring in business courses through the Braddock Tutori...",Closed Branch Organizations,Inactive,,,,,,Student Life
298503,Student Sustainability Center,Student Sustainability Center,"The Student Sustainability Center (SSC) is a program of the Erb Memorial Union. The Student Sustainability Center is a collaborative space for student-led initiatives that foster and support the simultaneous pursuit of  human equity, environmental vitality and economic well-being for the present and future. Through collaborative efforts, we hope to help students develop the skills, strategies, and networks necessary to achieve their vision for society.","The Student Sustainability Center (SSC) is a program of the Erb Memorial Union. The Student Sustainability Center is a collaborative space for student-led initiatives that foster and support the simultaneous pursuit of  human equity, environmental vita...",Department/Non-Student Org,Active,,http://facebook.com/studentsustainabilitycenter,,http://twitter.com/uossc,,Student Life
298555,Mills International Center,MIC,"Meet the World Here!\r\n\r\nWe are a lounge, resource center, event venue, and a home away from home! We are a great place to spend time if you enjoy traveling and good company, are an international student, have been or will go on study abroad, or simply are looking for a comfy couch. \r\n\r\nWe have a lending library full of travel and culture guides (books and DVDs), cookbooks, and travel narratives, as well as magazines and CDs from around the world. And the Mills is never a dull place to be with its popularity as a place to host events. Some examples of past events are art exhibitions, movie nights, and study abroad information sessions. \r\n\r\nMills Center is a great place to make new friends from all over the world. No matter what you may be looking for, the Mills International Center has something to offer you.","Meet the World Here!We are a lounge, resource center, event venue, and a home away from home! We are a great place to spend time if you enjoy traveling and good company, are an international student, have been or will go on study abroad, or simply are ...",Department/Non-Student Org,Active,,http://facebook.com/Facebook.com/UOMills,,http://twitter.com/Twitter.com/UOMills,,Student Life
298564,LGBTESSP,LGTESSP,"The mission of the Lesbian, Gay, Bisexual, Transgender Education and Support Services (LGBTESS) is to provide education and support that enhances the academic and personal growth of lesbian, gay, bisexual, transgender, queer, questioning, intersex, asexual, aromantic, agender and ally students, faculty, staff, and visiting community members while assisting in the creation of a campus climate that is free from homophobia, transphobia, heterosexism, and binarygender bias and allows unrestricted access and full involvement for our campus community.","The mission of the Lesbian, Gay, Bisexual, Transgender Education and Support Services (LGBTESS) is to provide education and support that enhances the academic and personal growth of lesbian, gay, bisexual, transgender, queer, questioning, intersex, ase...",Department/Non-Student Org,Active,,,,,,Student Life
298599,Entrepreneurship at UO,Entrepreneurship,The OrgSync destination for all things Entrepreneurship and Innovation at the University of Oregon. ,The OrgSync destination for all things Entrepreneurship and Innovation at the University of Oregon. ,Closed Branch Organizations,Inactive,,,,,,Student Life
298614,UCC Student Advisory Board,UCC SAB,"The University Counseling Center Student Advisory Board (SAB) helps the UCC optimize its services through student feedback and innovation. In addition to direct feedback, SAB also supports collaboration between the Division of Student Life and other mental health and wellness organizations at the UO—such as student groups—and diverse student populations. SAB helps to distribute accurate and relevant information about available personal support resources and services in the UO community. Being a member of SAB cultivates leadership skills in UO students who are interested in mental wellness and encourages student advocacy for campus mental health and wellness. ","The University Counseling Center Student Advisory Board (SAB) helps the UCC optimize its services through student feedback and innovation. In addition to direct feedback, SAB also supports collaboration between the Division of Student Life and other me...",Closed Branch Organizations,Inactive,,,,,,Student Life
